Date,Day_of_Week,Month,Year,Day_of_Year,Is_Weekend,Holiday_Flag,Temperature_C,Rainfall_mm,Humidity_pct,Evaporation_Rate_mm,Population,Household_Count,Urbanization_Index,Pump_Status,Total_Daily_Usage_ML,Treatment_Output_ML,Pressure_Level_bar,Reservoir_Level_pct,Per_Capita_Usage_L,Demand_Level
2021-07-25,6,7,2021,206,1,0,38.3,0.0,34.7,3.62,1030917,271294,0.7242,1,114.595,124.67,3.93,30.0,111.16,High
2021-07-26,0,7,2021,207,0,0,36.2,0.0,46.2,3.94,1034061,272121,0.7303,1,124.034,129.84,3.44,30.0,119.95,High
2021-07-27,1,7,2021,208,0,0,35.3,0.0,52.3,3.21,1027774,270467,0.7216,1,119.126,121.54,3.73,30.0,115.91,High
2021-07-28,2,7,2021,209,0,0,36.9,0.0,44.5,2.83,1030767,271254,0.724,1,130.747,135.86,3.51,30.0,126.84,High
2021-07-29,3,7,2021,210,0,0,32.3,0.0,48.1,3.3,1032561,271727,0.7268,1,116.804,118.8,3.98,30.0,113.12,High
2021-07-30,4,7,2021,211,0,0,35.9,0.0,44.2,3.18,1032636,271746,0.7259,0,101.2,103.69,3.8,30.0,98.0,Medium
2021-07-31,5,7,2021,212,1,0,36.7,0.0,50.0,3.42,1034483,272232,0.7201,1,116.625,119.8,3.96,30.0,112.74,High
2021-08-01,6,8,2021,213,1,0,33.2,0.0,47.3,3.17,1034230,272166,0.7236,1,110.122,109.92,3.71,30.0,106.48,High
2021-08-02,0,8,2021,214,0,0,37.1,8.7,43.9,3.69,1031318,271399,0.7259,1,117.333,127.74,3.84,30.0,113.77,High
2021-08-03,1,8,2021,215,0,0,35.8,0.0,55.4,3.25,1034545,272249,0.7175,1,120.961,127.64,3.73,30.0,116.92,High
2021-08-04,2,8,2021,216,0,0,34.7,0.0,53.6,3.4,1030573,271203,0.7295,1,119.081,122.98,3.69,30.0,115.55,High
2021-08-05,3,8,2021,217,0,0,36.2,0.0,46.2,3.37,1033919,272084,0.7303,1,119.768,126.42,3.58,30.0,115.84,High
2021-08-06,4,8,2021,218,0,0,38.6,0.0,51.9,3.36,1035734,272562,0.7196,1,121.077,124.62,3.74,30.0,116.9,High
2021-08-07,5,8,2021,219,1,0,35.4,0.0,52.3,3.25,1034599,272263,0.7242,1,113.448,111.11,3.7,30.0,109.65,High
2021-08-08,6,8,2021,220,1,0,35.4,9.6,53.0,3.43,1032437,271694,0.7264,1,108.901,123.22,3.71,30.0,105.48,Medium
2021-08-09,0,8,2021,221,0,0,34.3,0.0,41.6,2.88,1031617,271478,0.7205,1,118.074,124.55,3.94,30.0,114.46,High
2021-08-10,1,8,2021,222,0,0,33.6,0.0,55.3,3.74,1029280,270863,0.7256,1,124.705,129.17,3.74,30.0,121.16,High
2021-08-11,2,8,2021,223,0,0,36.1,0.0,47.7,3.06,1033014,271846,0.724,1,119.474,119.65,3.8,30.0,115.66,High
2021-08-12,3,8,2021,224,0,0,33.5,2.4,49.0,2.6,1030219,271110,0.7159,1,113.179,114.36,3.71,30.0,109.86,High
2021-08-13,4,8,2021,225,0,0,34.8,0.0,64.2,3.18,1030919,271294,0.7255,1,124.325,135.5,3.63,30.0,120.6,High
2021-08-14,5,8,2021,226,1,0,33.9,0.0,52.8,2.74,1030179,271100,0.7177,1,111.249,121.32,3.75,30.0,107.99,High
2021-08-15,6,8,2021,227,1,1,35.3,0.0,49.6,3.32,1031696,271499,0.7279,1,104.806,112.31,3.9,30.0,101.59,Medium
2021-08-16,0,8,2021,228,0,0,35.0,0.0,40.7,3.91,1032617,271741,0.7199,1,115.905,118.36,3.84,30.0,112.24,High
2021-08-17,1,8,2021,229,0,0,35.9,0.3,59.0,2.69,1033276,271915,0.7224,1,117.432,127.83,3.72,30.0,113.65,High
2021-08-18,2,8,2021,230,0,0,33.5,0.0,45.6,3.12,1031584,271469,0.7301,1,123.545,131.07,3.55,30.0,119.76,High
2021-08-19,3,8,2021,231,0,0,33.8,0.0,47.5,2.26,1034979,272363,0.7257,1,114.131,121.8,3.87,30.0,110.27,High
2021-08-20,4,8,2021,232,0,0,32.6,0.0,51.2,3.12,1032480,271705,0.7179,1,112.157,119.1,3.78,30.0,108.63,High
2021-08-21,5,8,2021,233,1,0,33.4,0.0,60.2,2.56,1031377,271415,0.7182,1,109.181,110.12,3.59,30.0,105.86,Medium
2021-08-22,6,8,2021,234,1,0,34.5,3.1,57.3,2.65,1033461,271963,0.7203,1,105.688,107.38,3.52,30.0,102.27,Medium
2021-08-23,0,8,2021,235,0,0,35.0,0.0,52.9,2.44,1036992,272893,0.7253,1,117.279,121.61,3.77,30.0,113.1,High
2021-08-24,1,8,2021,236,0,0,32.4,0.0,55.5,3.15,1033791,272050,0.7251,1,112.903,120.48,3.65,30.0,109.21,High
2021-08-25,2,8,2021,237,0,0,34.9,0.0,51.2,3.24,1032451,271698,0.7191,1,115.376,117.0,3.81,30.0,111.75,High
2021-08-26,3,8,2021,238,0,0,35.6,0.0,55.2,2.83,1030178,271099,0.7175,1,112.888,118.01,3.65,30.0,109.58,High
2021-08-27,4,8,2021,239,0,0,34.1,0.0,55.2,2.45,1032850,271803,0.7247,1,109.787,114.75,3.82,30.0,106.3,Medium
2021-08-28,5,8,2021,240,1,0,36.2,0.0,60.0,3.42,1033815,272057,0.7224,1,107.01,114.74,3.77,30.0,103.51,Medium
2021-08-29,6,8,2021,241,1,0,32.1,0.6,60.3,2.46,1032626,271744,0.7341,1,103.858,111.07,4.12,30.0,100.58,Medium
2021-08-30,0,8,2021,242,0,0,31.3,0.0,58.2,1.88,1030126,271086,0.7235,1,109.721,112.18,3.95,30.0,106.51,Medium
2021-08-31,1,8,2021,243,0,0,30.4,0.0,54.2,2.92,1031812,271529,0.7324,1,110.408,120.27,4.0,30.0,107.0,High
2021-09-01,2,9,2021,244,0,0,35.2,0.0,60.1,2.27,1036478,272757,0.7175,1,111.403,113.48,3.79,30.0,107.48,High
2021-09-02,3,9,2021,245,0,0,33.8,0.0,56.2,3.1,1036493,272761,0.7155,0,94.546,102.55,4.08,30.0,91.22,Medium
2021-09-03,4,9,2021,246,0,0,32.6,0.0,51.6,2.53,1031908,271555,0.7177,1,106.46,110.13,3.85,30.0,103.17,Medium
2021-09-04,5,9,2021,247,1,0,33.0,0.0,55.3,2.91,1035083,272390,0.7293,1,106.132,111.93,4.06,30.0,102.53,Medium
2021-09-05,6,9,2021,248,1,0,30.8,0.0,58.0,3.22,1031436,271431,0.7321,1,101.349,107.09,3.88,30.0,98.26,Medium
2021-09-06,0,9,2021,249,0,0,36.0,0.0,62.5,2.16,1036658,272805,0.7195,1,115.36,121.72,3.54,30.0,111.28,High
2021-09-07,1,9,2021,250,0,0,32.4,0.0,57.3,2.41,1034396,272209,0.7211,1,108.413,115.86,3.52,30.0,104.81,Medium
2021-09-08,2,9,2021,251,0,0,32.3,4.2,52.5,2.59,1035861,272595,0.7175,1,106.77,113.28,4.08,30.0,103.07,Medium
2021-09-09,3,9,2021,252,0,0,33.1,0.0,59.2,3.22,1030587,271207,0.7143,1,108.304,116.07,3.89,30.0,105.09,Medium
2021-09-10,4,9,2021,253,0,0,32.6,0.2,59.8,2.33,1035429,272481,0.727,1,105.159,111.81,3.93,30.0,101.56,Medium
2021-09-11,5,9,2021,254,1,0,32.1,0.0,60.5,2.35,1034114,272135,0.7245,1,102.339,103.66,4.1,30.0,98.96,Medium
2021-09-12,6,9,2021,255,1,0,30.5,0.0,64.5,2.77,1035890,272603,0.7234,0,86.678,91.82,3.79,30.0,83.67,Medium
2021-09-13,0,9,2021,256,0,0,32.2,0.0,65.3,2.34,1036071,272650,0.7164,1,109.586,113.37,3.75,30.0,105.77,Medium
2021-09-14,1,9,2021,257,0,0,34.2,0.0,57.6,2.62,1034429,272218,0.7316,1,107.474,109.52,3.79,30.0,103.9,Medium
2021-09-15,2,9,2021,258,0,0,33.3,0.0,57.8,1.93,1033152,271882,0.7209,1,106.435,110.89,3.95,30.0,103.02,Medium
2021-09-16,3,9,2021,259,0,0,33.5,2.1,56.0,3.43,1035969,272623,0.7261,1,106.518,112.39,3.73,30.0,102.82,Medium
2021-09-17,4,9,2021,260,0,0,30.3,0.0,65.1,2.0,1034346,272196,0.7161,1,107.0,113.1,3.65,30.0,103.45,Medium
2021-09-18,5,9,2021,261,1,0,29.4,0.0,69.2,2.4,1032777,271783,0.7225,1,100.839,109.05,3.71,30.0,97.64,Medium
2021-09-19,6,9,2021,262,1,0,30.6,0.0,60.7,2.51,1032738,271773,0.7249,1,98.127,106.96,4.09,30.0,95.02,Medium
2021-09-20,0,9,2021,263,0,0,30.7,0.0,61.4,3.29,1031680,271495,0.7251,1,105.02,111.28,3.74,30.0,101.8,Medium
2021-09-21,1,9,2021,264,0,0,32.1,0.0,70.3,1.99,1033670,272018,0.7242,1,107.795,114.74,3.74,30.0,104.28,Medium
2021-09-22,2,9,2021,265,0,0,27.8,0.0,65.8,3.31,1036952,272882,0.7259,1,100.58,105.89,3.99,30.0,97.0,Medium
2021-09-23,3,9,2021,266,0,0,32.5,0.0,65.8,2.81,1035158,272410,0.7178,1,106.859,114.5,3.73,30.0,103.23,Medium
2021-09-24,4,9,2021,267,0,0,29.9,0.0,58.0,2.67,1033799,272052,0.7244,1,102.891,109.5,3.62,30.0,99.53,Medium
2021-09-25,5,9,2021,268,1,0,29.3,7.8,67.7,2.11,1036525,272770,0.724,1,95.012,99.6,3.71,30.0,91.66,Medium
2021-09-26,6,9,2021,269,1,0,28.3,16.0,60.0,2.73,1033306,271923,0.7246,1,90.466,101.45,3.99,30.0,87.55,Medium
2021-09-27,0,9,2021,270,0,0,27.2,0.0,59.3,2.21,1035218,272426,0.7238,1,101.323,104.75,3.96,30.0,97.88,Medium
2021-09-28,1,9,2021,271,0,0,30.8,0.0,63.6,3.01,1034724,272296,0.7171,1,101.573,111.02,3.85,30.0,98.16,Medium
2021-09-29,2,9,2021,272,0,0,29.5,0.0,62.8,2.11,1036698,272815,0.7169,1,103.234,104.33,3.93,30.0,99.58,Medium
2021-09-30,3,9,2021,273,0,0,27.4,11.3,64.9,2.46,1032041,271590,0.7124,1,94.918,102.1,3.71,30.0,91.97,Medium
2021-10-01,4,10,2021,274,0,0,27.2,0.0,59.2,2.28,1033551,271987,0.7276,1,98.378,107.61,3.68,30.0,95.18,Medium
2021-10-02,5,10,2021,275,1,1,28.5,9.8,71.5,2.11,1032031,271587,0.7276,1,88.598,87.31,4.35,30.0,85.85,Medium
2021-10-03,6,10,2021,276,1,0,31.4,3.9,72.7,2.8,1034845,272328,0.7277,1,92.466,97.51,4.16,30.0,89.35,Medium
2021-10-04,0,10,2021,277,0,0,28.4,0.0,57.7,2.72,1037843,273117,0.725,1,101.752,108.99,4.0,30.0,98.04,Medium
2021-10-05,1,10,2021,278,0,0,26.4,7.3,72.6,3.0,1034465,272228,0.7129,1,98.269,103.94,3.82,30.0,94.99,Medium
2021-10-06,2,10,2021,279,0,0,28.1,0.0,64.0,1.81,1034511,272240,0.7184,0,84.348,89.7,4.02,30.0,81.53,Medium
2021-10-07,3,10,2021,280,0,0,27.9,0.0,72.7,2.95,1037332,272982,0.7244,1,97.619,102.91,3.92,30.0,94.11,Medium
2021-10-08,4,10,2021,281,0,0,24.2,3.3,68.4,3.53,1037782,273101,0.7242,1,92.175,93.5,4.18,30.0,88.82,Medium
2021-10-09,5,10,2021,282,1,0,28.0,6.0,69.2,2.35,1035524,272506,0.7224,1,90.124,101.73,4.06,30.0,87.03,Medium
2021-10-10,6,10,2021,283,1,0,27.6,1.9,68.5,3.3,1037126,272928,0.7254,1,88.956,91.89,4.09,30.0,85.77,Medium
2021-10-11,0,10,2021,284,0,0,28.8,43.5,75.8,2.44,1033659,272016,0.7236,1,86.618,92.25,4.01,30.44,83.8,Medium
2021-10-12,1,10,2021,285,0,0,30.4,0.0,63.9,2.01,1038625,273322,0.7242,1,100.96,104.07,4.01,30.0,97.21,Medium
2021-10-13,2,10,2021,286,0,0,29.2,0.0,73.5,2.44,1040223,273743,0.7204,1,99.542,97.69,3.95,30.0,95.69,Medium
2021-10-14,3,10,2021,287,0,0,27.0,13.1,76.3,2.99,1037024,272901,0.7285,1,90.976,92.75,4.0,30.0,87.73,Medium
2021-10-15,4,10,2021,288,0,0,25.6,10.0,74.7,2.25,1031869,271544,0.7214,1,89.159,89.27,3.9,30.0,86.41,Medium
2021-10-16,5,10,2021,289,1,0,31.0,0.0,83.0,2.35,1034977,272362,0.7169,1,90.202,97.99,3.98,30.0,87.15,Medium
2021-10-17,6,10,2021,290,1,0,27.1,0.0,69.1,2.84,1037376,272994,0.7197,1,88.872,91.49,3.85,30.0,85.67,Medium
2021-10-18,0,10,2021,291,0,0,26.9,4.9,76.9,2.62,1035363,272464,0.7218,1,96.955,100.26,3.92,30.0,93.64,Medium
2021-10-19,1,10,2021,292,0,0,26.7,9.0,71.9,2.86,1038807,273370,0.7286,1,91.471,92.85,4.0,30.0,88.05,Medium
2021-10-20,2,10,2021,293,0,0,26.9,0.0,78.9,2.73,1037495,273025,0.7234,1,95.575,100.64,3.58,30.0,92.12,Medium
2021-10-21,3,10,2021,294,0,0,26.2,3.7,73.0,2.84,1034962,272358,0.7227,1,91.281,93.7,3.95,30.0,88.2,Medium
2021-10-22,4,10,2021,295,0,0,25.4,22.7,71.4,2.49,1036495,272762,0.7174,1,86.301,93.59,3.86,30.0,83.26,Medium
2021-10-23,5,10,2021,296,1,0,25.3,0.0,80.2,2.77,1034699,272289,0.7275,1,87.309,92.58,4.1,30.0,84.38,Medium
2021-10-24,6,10,2021,297,1,0,26.0,0.0,71.5,2.32,1036178,272678,0.7204,1,86.467,89.07,4.13,30.0,83.45,Medium
2021-10-25,0,10,2021,298,0,0,25.1,0.0,67.2,3.22,1035490,272497,0.7231,0,79.745,86.28,4.04,30.0,77.01,Low
2021-10-26,1,10,2021,299,0,0,24.7,0.0,72.0,2.47,1039005,273422,0.731,1,95.237,100.02,4.03,30.0,91.66,Medium
2021-10-27,2,10,2021,300,0,0,25.8,0.0,78.0,3.19,1040944,273933,0.7262,1,94.02,98.79,4.05,30.0,90.32,Medium
2021-10-28,3,10,2021,301,0,0,25.1,2.6,82.1,2.66,1033906,272081,0.7155,1,88.784,88.84,3.98,30.0,85.87,Medium
2021-10-29,4,10,2021,302,0,0,27.6,1.4,76.0,2.85,1032978,271836,0.7148,1,90.87,95.2,4.22,30.0,87.97,Medium
2021-10-30,5,10,2021,303,1,0,21.3,8.1,82.4,2.59,1036390,272734,0.7233,0,67.951,72.31,4.11,30.0,65.57,Low
2021-10-31,6,10,2021,304,1,0,26.7,7.3,69.3,2.4,1033900,272079,0.7176,1,82.356,90.47,4.3,30.0,79.66,Medium
2021-11-01,0,11,2021,305,0,0,26.8,0.0,74.1,2.13,1037085,272917,0.7269,1,93.515,95.94,3.93,30.0,90.17,Medium
2021-11-02,1,11,2021,306,0,0,21.7,0.0,75.2,2.43,1038547,273302,0.7239,1,88.297,99.55,3.89,30.0,85.02,Medium
2021-11-03,2,11,2021,307,0,0,24.2,0.0,76.3,2.74,1040094,273709,0.7245,1,90.888,97.1,3.94,30.0,87.38,Medium
2021-11-04,3,11,2021,308,0,0,24.0,0.0,77.6,2.97,1037564,273043,0.7202,1,89.569,89.49,3.84,30.0,86.33,Medium
2021-11-05,4,11,2021,309,0,0,22.4,14.5,80.9,3.31,1036832,272851,0.7324,1,84.05,85.72,4.18,30.0,81.06,Medium
2021-11-06,5,11,2021,310,1,0,23.2,1.5,75.5,2.75,1033317,271926,0.7379,1,81.139,89.46,3.85,30.0,78.52,Medium
2021-11-07,6,11,2021,311,1,0,22.6,0.0,78.7,2.6,1037383,272996,0.7223,1,77.805,85.42,4.33,30.0,75.0,Low
2021-11-08,0,11,2021,312,0,0,26.7,0.0,78.0,2.4,1037529,273034,0.7255,1,92.383,97.06,3.84,30.0,89.04,Medium
2021-11-09,1,11,2021,313,0,0,25.4,0.0,73.9,3.19,1038721,273348,0.7242,0,75.343,79.56,4.27,30.0,72.53,Low
2021-11-10,2,11,2021,314,0,0,25.8,0.0,78.2,3.57,1036082,272653,0.7224,1,90.065,91.07,4.0,30.0,86.93,Medium
2021-11-11,3,11,2021,315,0,0,24.8,0.0,78.3,3.55,1036685,272812,0.7196,1,86.15,94.42,4.08,30.0,83.1,Medium
2021-11-12,4,11,2021,316,0,0,21.9,0.0,78.4,3.35,1034656,272278,0.7183,1,83.092,84.28,3.98,30.0,80.31,Medium
2021-11-13,5,11,2021,317,1,0,22.7,25.9,79.6,3.34,1033085,271864,0.7181,1,72.275,78.42,4.23,30.0,69.96,Low
2021-11-14,6,11,2021,318,1,0,24.1,0.0,80.1,3.79,1035507,272502,0.7258,1,82.6,90.79,4.09,30.0,79.77,Medium
2021-11-15,0,11,2021,319,0,0,21.5,0.0,77.8,3.27,1034640,272274,0.7211,1,85.187,89.59,3.83,30.0,82.33,Medium
2021-11-16,1,11,2021,320,0,0,24.3,4.1,86.5,3.42,1038510,273292,0.7109,1,87.843,95.14,3.88,30.0,84.59,Medium
2021-11-17,2,11,2021,321,0,0,22.7,0.0,74.5,3.06,1036857,272857,0.726,1,87.008,96.9,3.95,30.0,83.92,Medium
2021-11-18,3,11,2021,322,0,0,22.4,6.8,77.0,2.67,1036873,272861,0.7236,1,85.953,91.05,3.93,30.0,82.9,Medium
2021-11-19,4,11,2021,323,0,0,23.9,0.0,94.7,2.97,1036037,272641,0.7305,1,86.751,90.56,4.22,30.0,83.73,Medium
2021-11-20,5,11,2021,324,1,0,23.4,20.3,75.8,3.27,1031597,271473,0.7256,1,75.274,78.84,4.15,30.0,72.97,Low
2021-11-21,6,11,2021,325,1,0,22.1,0.0,74.5,3.32,1041135,273983,0.7164,1,80.717,82.52,3.98,30.0,77.53,Medium
2021-11-22,0,11,2021,326,0,0,24.3,7.2,85.1,4.09,1036174,272677,0.7126,1,84.598,86.53,3.98,30.0,81.64,Medium
2021-11-23,1,11,2021,327,0,0,20.8,0.0,71.2,3.38,1037406,273002,0.7202,1,85.564,91.17,3.97,30.0,82.48,Medium
2021-11-24,2,11,2021,328,0,0,23.3,0.4,80.6,3.85,1035377,272468,0.7207,1,86.456,90.29,3.99,30.0,83.5,Medium
2021-11-25,3,11,2021,329,0,0,23.1,0.3,92.7,3.24,1040287,273760,0.7285,1,84.982,90.21,3.89,30.0,81.69,Medium
2021-11-26,4,11,2021,330,0,0,21.7,0.0,74.5,3.31,1038686,273338,0.7238,1,82.932,82.61,3.95,30.0,79.84,Medium
2021-11-27,5,11,2021,331,1,0,22.6,0.0,72.4,2.94,1036803,272843,0.7295,1,78.652,82.31,4.23,30.0,75.86,Low
2021-11-28,6,11,2021,332,1,0,20.1,7.5,75.0,3.2,1037728,273086,0.7172,1,74.946,81.78,4.18,30.0,72.22,Low
2021-11-29,0,11,2021,333,0,0,23.3,17.0,87.2,3.74,1041925,274191,0.7286,1,83.56,84.38,4.04,30.0,80.2,Medium
2021-11-30,1,11,2021,334,0,0,21.5,0.0,88.5,3.56,1038479,273284,0.7274,1,84.721,89.01,4.05,30.0,81.58,Medium
2021-12-01,2,12,2021,335,0,0,20.9,0.0,80.4,3.97,1038318,273242,0.7137,1,81.667,80.19,4.08,30.0,78.65,Medium
2021-12-02,3,12,2021,336,0,0,23.2,0.0,86.6,3.69,1036855,272857,0.7305,1,84.81,85.13,4.02,30.0,81.8,Medium
2021-12-03,4,12,2021,337,0,0,20.5,15.9,90.2,3.51,1035004,272369,0.7243,1,75.499,81.7,4.22,30.0,72.95,Low
2021-12-04,5,12,2021,338,1,0,19.4,0.0,92.4,4.54,1038530,273297,0.7258,1,77.592,80.54,4.19,30.0,74.71,Low
2021-12-05,6,12,2021,339,1,0,19.1,1.8,82.3,3.68,1039557,273568,0.7195,1,72.974,82.09,3.93,30.0,70.2,Low
2021-12-06,0,12,2021,340,0,0,22.2,10.7,72.2,4.21,1041162,273990,0.7302,1,84.184,89.69,4.04,30.0,80.86,Medium
2021-12-07,1,12,2021,341,0,0,19.3,0.0,79.7,3.62,1034522,272243,0.7179,0,68.933,73.97,3.98,30.0,66.63,Low
2021-12-08,2,12,2021,342,0,0,23.8,0.0,81.8,4.09,1036825,272849,0.728,1,83.119,84.05,4.16,30.0,80.17,Medium
2021-12-09,3,12,2021,343,0,0,18.0,0.0,82.7,4.21,1037970,273150,0.728,1,78.656,81.43,4.23,30.0,75.78,Low
2021-12-10,4,12,2021,344,0,0,23.6,0.2,83.2,3.96,1039181,273469,0.719,1,82.62,84.55,3.98,30.0,79.5,Medium
2021-12-11,5,12,2021,345,1,0,21.3,18.2,89.8,2.96,1038954,273409,0.7338,1,72.726,73.17,4.16,30.0,70.0,Low
2021-12-12,6,12,2021,346,1,0,20.8,7.8,90.7,3.95,1039057,273436,0.7251,1,73.932,79.62,3.84,30.0,71.15,Low
2021-12-13,0,12,2021,347,0,0,20.0,0.0,83.5,4.46,1040173,273730,0.7272,1,85.158,92.01,4.19,30.0,81.87,Medium
2021-12-14,1,12,2021,348,0,0,21.4,5.0,90.0,4.22,1037607,273054,0.7163,1,83.037,88.39,4.18,30.0,80.03,Medium
2021-12-15,2,12,2021,349,0,0,20.7,15.0,86.3,4.22,1041338,274036,0.7345,1,77.974,79.39,4.29,30.0,74.88,Low
2021-12-16,3,12,2021,350,0,0,22.3,0.5,84.9,3.38,1040393,273788,0.7178,1,86.027,91.32,4.26,30.0,82.69,Medium
2021-12-17,4,12,2021,351,0,0,20.8,0.0,89.2,3.82,1038943,273406,0.729,1,81.276,79.6,3.9,30.0,78.23,Medium
2021-12-18,5,12,2021,352,1,0,20.8,0.6,85.1,4.31,1042841,274432,0.719,1,79.594,87.54,4.24,30.0,76.32,Low
2021-12-19,6,12,2021,353,1,0,20.0,0.0,95.1,4.34,1042808,274423,0.7208,1,76.197,76.11,4.36,30.0,73.07,Low
2021-12-20,0,12,2021,354,0,0,20.4,13.6,77.7,4.69,1041617,274110,0.7279,0,69.605,69.72,3.98,30.0,66.82,Low
2021-12-21,1,12,2021,355,0,0,20.9,0.0,82.3,4.18,1033771,272045,0.7291,1,82.133,86.59,4.05,30.0,79.45,Medium
2021-12-22,2,12,2021,356,0,0,17.8,22.2,84.3,4.44,1043022,274479,0.7176,1,75.688,80.08,4.09,30.0,72.57,Low
2021-12-23,3,12,2021,357,0,0,18.3,0.0,87.1,4.32,1041510,274082,0.7294,1,81.705,85.57,4.21,30.0,78.45,Medium
2021-12-24,4,12,2021,358,0,0,21.4,0.0,91.3,3.95,1043990,274734,0.7292,1,85.178,86.11,3.69,30.0,81.59,Medium
2021-12-25,5,12,2021,359,1,1,20.5,0.6,84.9,3.48,1042508,274344,0.7193,1,72.406,79.43,4.45,30.0,69.45,Low
2021-12-26,6,12,2021,360,1,0,19.9,0.0,77.9,4.59,1043246,274538,0.732,1,73.926,72.56,4.14,30.0,70.86,Low
2021-12-27,0,12,2021,361,0,0,20.2,0.0,89.2,4.52,1041904,274185,0.7167,1,83.988,83.74,4.2,30.0,80.61,Medium
2021-12-28,1,12,2021,362,0,0,20.7,0.0,88.8,4.24,1042900,274447,0.7209,1,86.784,90.8,4.02,30.0,83.21,Medium
2021-12-29,2,12,2021,363,0,0,19.3,0.0,75.3,3.87,1044247,274802,0.7264,1,83.272,83.64,4.14,30.0,79.74,Medium
2021-12-30,3,12,2021,364,0,0,18.9,0.9,85.0,4.8,1040749,273881,0.7197,1,82.046,89.82,3.73,30.0,78.83,Medium
2021-12-31,4,12,2021,365,0,0,20.4,1.5,77.0,4.48,1037227,272954,0.7253,1,79.338,79.77,4.05,30.0,76.49,Low
2022-01-01,5,1,2022,1,1,0,18.6,0.0,81.6,4.84,1039813,273635,0.7252,0,65.326,73.26,4.37,30.0,62.82,Low
2022-01-02,6,1,2022,2,1,0,20.7,0.0,80.4,5.4,1041265,274017,0.7231,1,75.394,82.27,4.19,30.0,72.41,Low
2022-01-03,0,1,2022,3,0,0,17.5,0.0,88.9,3.83,1040691,273866,0.7282,1,81.943,89.75,3.84,30.0,78.74,Medium
2022-01-04,1,1,2022,4,0,0,21.6,0.0,85.4,4.44,1038104,273185,0.7229,1,84.221,94.09,4.07,30.0,81.13,Medium
2022-01-05,2,1,2022,5,0,0,20.7,0.0,78.3,4.67,1037392,272998,0.7252,1,83.628,88.05,3.94,30.0,80.61,Medium
2022-01-06,3,1,2022,6,0,0,20.4,0.0,89.1,5.37,1039228,273481,0.7298,1,84.173,85.34,3.92,30.0,81.0,Medium
2022-01-07,4,1,2022,7,0,0,21.5,0.0,77.5,4.17,1042382,274311,0.728,1,85.117,89.06,3.82,30.0,81.66,Medium
2022-01-08,5,1,2022,8,1,0,22.5,0.0,86.2,5.63,1043984,274733,0.728,1,79.229,81.49,4.2,30.0,75.89,Low
2022-01-09,6,1,2022,9,1,0,21.5,0.0,80.5,4.95,1042713,274398,0.7183,1,78.506,80.3,4.28,30.0,75.29,Low
2022-01-10,0,1,2022,10,0,0,17.2,0.0,82.6,4.89,1043051,274487,0.7267,1,83.973,88.62,4.38,30.0,80.51,Medium
2022-01-11,1,1,2022,11,0,0,18.1,0.0,86.9,4.88,1040831,273903,0.7197,1,81.118,84.24,3.87,30.0,77.94,Medium
2022-01-12,2,1,2022,12,0,0,19.1,0.0,86.9,4.82,1037565,273043,0.7177,1,82.359,84.22,4.19,30.0,79.38,Medium
2022-01-13,3,1,2022,13,0,0,20.1,0.0,90.9,5.45,1040195,273736,0.7237,1,83.651,87.1,4.19,30.0,80.42,Medium
2022-01-14,4,1,2022,14,0,0,20.8,0.0,83.7,4.63,1040644,273854,0.7196,1,84.595,90.47,3.97,30.0,81.29,Medium
2022-01-15,5,1,2022,15,1,0,19.0,0.0,85.5,5.23,1040224,273743,0.728,1,78.495,85.29,3.98,30.0,75.46,Low
2022-01-16,6,1,2022,16,1,0,20.3,0.0,81.7,4.97,1041384,274048,0.7282,1,77.051,76.09,3.97,30.0,73.99,Low
2022-01-17,0,1,2022,17,0,0,18.9,0.0,84.6,4.85,1042214,274267,0.7146,1,87.512,90.98,3.95,30.0,83.97,Medium
2022-01-18,1,1,2022,18,0,0,19.2,0.0,85.8,6.23,1043094,274498,0.72,1,82.418,86.11,4.11,30.0,79.01,Medium
2022-01-19,2,1,2022,19,0,0,18.0,0.0,83.0,5.39,1040888,273918,0.7168,1,83.158,83.77,4.27,30.0,79.89,Medium
2022-01-20,3,1,2022,20,0,0,18.8,0.0,74.3,5.5,1037693,273077,0.7218,1,80.422,84.08,4.26,30.0,77.5,Medium
2022-01-21,4,1,2022,21,0,0,18.1,0.0,84.9,5.74,1040591,273840,0.7264,1,81.142,85.64,3.85,30.0,77.98,Medium
2022-01-22,5,1,2022,22,1,0,18.7,0.7,84.9,4.75,1041701,274132,0.7229,1,80.038,85.6,3.98,30.0,76.83,Medium
2022-01-23,6,1,2022,23,1,0,21.8,0.0,79.5,6.05,1044116,274767,0.7212,1,78.896,83.07,4.31,30.0,75.56,Low
2022-01-24,0,1,2022,24,0,0,18.8,0.0,76.3,4.38,1040591,273840,0.7306,0,71.706,72.65,4.07,30.0,68.91,Low
2022-01-25,1,1,2022,25,0,0,24.3,0.0,90.0,5.1,1042808,274423,0.7126,1,94.282,105.03,3.95,30.0,90.41,Medium
2022-01-26,2,1,2022,26,0,1,21.1,0.0,84.9,5.26,1042420,274321,0.7303,0,68.125,74.02,3.96,30.0,65.35,Low
2022-01-27,3,1,2022,27,0,0,20.7,0.0,81.1,5.71,1041984,274206,0.7214,1,89.367,95.49,4.18,30.0,85.77,Medium
2022-01-28,4,1,2022,28,0,0,19.1,0.0,76.4,5.59,1043813,274688,0.7238,1,85.061,92.33,3.76,30.0,81.49,Medium
